Pradiniai duomenys:
#    | Name            | Year  | Grade | Hash
---------------------------------------------------------------------------------------------------------
78   | Ginny           | 2     | 5.63  | 
79   | Muriel          | 2     | 5.49  | 
80   | Ines            | 2     | 4.56  | 
81   | Blanca          | 3     | 5.07  | 
82   | Shea            | 3     | 5.94  | 
83   | Jamima          | 3     | 5.96  | 
84   | Ninnetta        | 3     | 5.76  | 
85   | Gage            | 4     | 4.87  | 
86   | Faith           | 1     | 4.53  | 
87   | Washington      | 2     | 5.09  | 
88   | Mame            | 4     | 5.1   | 
89   | Chryste         | 3     | 5.45  | 
90   | Mick            | 2     | 5.09  | 
91   | Katha           | 4     | 4.84  | 
92   | Stafford        | 4     | 5.07  | 
93   | Goldy           | 2     | 5.2   | 
94   | Monte           | 4     | 5.52  | 
95   | Bell            | 1     | 4.56  | 
96   | Shandee         | 4     | 5.14  | 
97   | Tiphanie        | 4     | 5.68  | 
98   | Vickie          | 4     | 4.83  | 
99   | Sula            | 4     | 5.48  | 
100  | Norby           | 2     | 4.84  | 
101  | Adi             | 1     | 6     | 
102  | Kearney         | 1     | 5.72  | 
103  | Brittni         | 4     | 5.67  | 
104  | Lazaro          | 3     | 4.68  | 
105  | Hodge           | 3     | 5.99  | 
106  | Julie           | 4     | 5.99  | 
107  | Nada            | 1     | 5.87  | 
108  | Nathalie        | 2     | 5.43  | 
109  | Lydie           | 4     | 4.89  | 
110  | Adelina         | 2     | 5.18  | 
111  | Dody            | 2     | 4.89  | 
112  | Reta            | 1     | 4.84  | 
113  | Donny           | 1     | 5.82  | 
114  | Leila           | 4     | 5.07  | 
115  | Becki           | 1     | 5.37  | 
116  | Leonhard        | 4     | 4.8   | 
117  | Griselda        | 3     | 5.71  | 
118  | Finlay          | 4     | 5.32  | 
119  | Bert            | 2     | 5.73  | 
120  | Natala          | 3     | 5.46  | 
121  | Kent            | 4     | 5.32  | 
122  | Ellswerth       | 2     | 4.88  | 
123  | Myrtle          | 4     | 4.72  | 
124  | Flin            | 3     | 5.31  | 
125  | Sheridan        | 2     | 4.84  | 
126  | Electra         | 4     | 4.62  | 
127  | Gail            | 3     | 4.97  | 
128  | Faunie          | 2     | 5.54  | 
129  | Clifford        | 3     | 4.69  | 
130  | Vernen          | 2     | 4.91  | 
131  | Ruth            | 2     | 4.62  | 
132  | Kenyon          | 3     | 4.64  | 
133  | Wittie          | 2     | 5.65  | 
134  | Dewie           | 1     | 4.73  | 
135  | Hube            | 3     | 4.56  | 
136  | Base            | 3     | 4.6   | 
137  | Carmencita      | 1     | 5.66  | 
138  | Veronique       | 1     | 5.65  | 
139  | Ferrell         | 3     | 5.37  | 
140  | Derrik          | 1     | 5.5   | 
141  | Purcell         | 3     | 4.78  | 
142  | Elonore         | 2     | 5.92  | 
143  | Louisa          | 3     | 4.62  | 
144  | Lissa           | 1     | 4.71  | 
145  | Rosabelle       | 3     | 5.59  | 
146  | Ivonne          | 4     | 4.7   | 
147  | Gaven           | 4     | 5.56  | 
148  | Ingunna         | 2     | 4.97  | 
149  | Drugi           | 1     | 4.95  | 
150  | Idell           | 3     | 5.3   | 
151  | Penni           | 3     | 5.88  | 
152  | Devy            | 4     | 4.96  | 
153  | Der             | 3     | 4.66  | 
154  | Adair           | 4     | 5.91  | 
155  | Janka           | 3     | 5.49  | 
156  | Mellicent       | 1     | 5.46  | 
157  | Webb            | 4     | 4.55  | 
158  | Emlyn           | 2     | 5.65  | 
159  | Leeanne         | 1     | 4.82  | 
160  | Curran          | 3     | 4.71  | 
161  | Morry           | 2     | 5.05  | 
162  | Perkin          | 1     | 5.24  | 
163  | Jayson          | 2     | 4.74  | 
164  | Winfield        | 1     | 5     | 
165  | Shawn           | 4     | 5.82  | 
166  | Jameson         | 2     | 5.19  | 
167  | Ward            | 4     | 5.09  | 
168  | Rayna           | 2     | 4.64  | 
169  | Teodor          | 3     | 5.53  | 
170  | Shandie         | 4     | 4.55  | 
171  | Rainer          | 2     | 4.51  | 
172  | Garvin          | 2     | 5.01  | 
173  | Suzanne         | 3     | 5.29  | 
174  | Andreas         | 2     | 5.28  | 
175  | Maure           | 2     | 4.65  | 
176  | Gino            | 4     | 5.03  | 
177  | Modestia        | 1     | 4.76  | 
178  | Drucy           | 2     | 4.69  | 
179  | Jeth            | 3     | 5.87  | 
180  | Laughton        | 2     | 5.87  | 
181  | Evanne          | 4     | 4.79  | 
182  | Antonio         | 4     | 5.21  | 
183  | Gayle           | 3     | 5.25  | 
184  | Chilton         | 1     | 5.58  | 
185  | Harley          | 1     | 4.7   | 
186  | Vanessa         | 3     | 5.06  | 
187  | Sharl           | 3     | 5.63  | 
188  | Lexie           | 1     | 5.43  | 
189  | Hurley          | 2     | 4.58  | 
190  | Orv             | 1     | 5.35  | 
191  | Stacie          | 4     | 5.67  | 
192  | Meade           | 3     | 5.05  | 
193  | Sharona         | 3     | 4.57  | 
194  | Nowell          | 4     | 5.37  | 
195  | Virgina         | 3     | 5.29  | 
196  | Vern            | 1     | 5.88  | 
197  | Dex             | 4     | 5.04  | 
198  | Ramona          | 3     | 5.36  | 
199  | Ardene          | 3     | 5.32  | 
200  | Wells           | 2     | 4.61  | 
201  | Chrysa          | 1     | 4.68  | 
202  | Jackie          | 4     | 5.3   | 
203  | Bryan           | 4     | 5.34  | 
204  | Kaylil          | 1     | 5.34  | 
205  | Krishnah        | 2     | 5.23  | 
206  | Roth            | 4     | 5.96  | 
207  | Lizzie          | 2     | 4.9   | 
208  | Boyd            | 4     | 5.43  | 
209  | Regan           | 2     | 5.8   | 
210  | Valida          | 3     | 5.51  | 
211  | Elliot          | 2     | 5.19  | 
212  | Dickie          | 1     | 4.75  | 
213  | Nessi           | 3     | 5.65  | 
214  | Lucinda         | 1     | 5.15  | 
215  | Amalie          | 1     | 5.41  | 
216  | Kial            | 2     | 4.74  | 
217  | Orazio          | 2     | 4.71  | 
218  | Sascha          | 2     | 5.12  | 
219  | Berti           | 4     | 5.99  | 
220  | Bobby           | 4     | 5.39  | 
221  | Edee            | 3     | 5.78  | 
222  | Yvette          | 4     | 5.99  | 
223  | Chanda          | 3     | 4.95  | 
224  | Gennifer        | 1     | 5.84  | 
225  | Korney          | 3     | 5.41  | 
226  | Skip            | 1     | 5.26  | 
227  | Celestine       | 1     | 4.54  | 
228  | Matilde         | 4     | 4.81  | 
229  | Sonja           | 1     | 4.89  | 
230  | Olivette        | 2     | 5.48  | 
231  | Dennie          | 2     | 5.39  | 
232  | Tine            | 1     | 5.04  | 
233  | Corissa         | 3     | 5.55  | 
234  | Arie            | 1     | 4.62  | 
235  | Erena           | 2     | 5.63  | 
236  | Inez            | 3     | 4.62  | 
237  | Easter          | 3     | 5.62  | 
238  | Karel           | 4     | 5.95  | 
239  | Maynard         | 2     | 5.22  | 
240  | Haroun          | 1     | 5.32  | 
241  | Oren            | 3     | 5.53  | 
242  | Birch           | 1     | 4.88  | 
243  | Leonid          | 4     | 5.79  | 
244  | Newton          | 1     | 4.96  | 
245  | Sybil           | 1     | 4.64  | 
246  | Lancelot        | 2     | 5.76  | 
247  | Paulo           | 4     | 4.63  | 
248  | Hyman           | 2     | 5.9   | 
249  | Kippie          | 3     | 5.02  | 
250  | Trueman         | 1     | 5.93  | 
251  | El              | 4     | 4.7   | 
252  | Devlin          | 1     | 5.38  | 
253  | Scot            | 2     | 5.13  | 
254  | Say             | 1     | 4.83  | 
255  | Findley         | 4     | 5.18  | 
256  | Courtney        | 4     | 5.91  | 
257  | Lelah           | 3     | 5.72  | 
258  | Kimberley       | 4     | 5.59  | 
259  | Kurt            | 2     | 5.44  | 
260  | Benoite         | 1     | 4.91  | 
261  | Rivalee         | 3     | 5.32  | 
262  | Parnell         | 3     | 5.73  | 
263  | Mitchell        | 2     | 4.93  | 
264  | Kingsley        | 2     | 5.14  | 
265  | Helen-elizabeth | 1     | 5.5   | 
266  | Nataniel        | 1     | 5.47  | 
267  | Wallache        | 1     | 5.43  | 
268  | Ethe            | 4     | 5.17  | 
269  | Addi            | 3     | 5.68  | 
270  | Karla           | 4     | 4.76  | 
271  | Ethe            | 1     | 5.21  | 
272  | Elizabeth       | 2     | 5.82  | 
273  | Nadiya          | 1     | 5.84  | 
274  | Olav            | 1     | 4.87  | 
275  | Veradis         | 2     | 5.72  | 
276  | Evonne          | 4     | 5.25  | 
277  | Pollyanna       | 4     | 4.79  | 
278  | Pammie          | 2     | 5.7   | 
279  | Lyda            | 3     | 5.59  | 
280  | Kaylyn          | 3     | 5.89  | 
281  | Cyrill          | 1     | 4.96  | 
282  | Corabelle       | 3     | 5.46  | 
283  | Meggie          | 4     | 4.55  | 
284  | Karee           | 4     | 4.69  | 
285  | Antonia         | 1     | 4.55  | 
286  | Darn            | 2     | 4.79  | 
287  | Upton           | 1     | 5.36  | 
288  | Engelbert       | 1     | 5.01  | 
289  | Guenna          | 3     | 4.7   | 
290  | Juditha         | 2     | 5.44  | 
291  | Nealon          | 1     | 5.55  | 
292  | Melania         | 2     | 4.81  | 
293  | Phelia          | 1     | 4.76  | 
294  | Egan            | 3     | 5.17  | 
295  | Cristin         | 1     | 5.18  | 
296  | Wenda           | 1     | 6     | 
297  | Romonda         | 2     | 5.38  | 
298  | Berrie          | 4     | 5.7   | 
299  | Ernest          | 4     | 4.96  | 
300  | Christina       | 2     | 5.26  | 
301  | Nappie          | 3     | 4.8   | 
302  | Noby            | 3     | 5.25  | 
303  | Hildy           | 3     | 5.89  | 
304  | Baily           | 2     | 5.48  | 
305  | Kati            | 3     | 5.55  | 
306  | Leopold         | 2     | 5.4   | 
307  | Torre           | 1     | 5.73  | 
308  | Iormina         | 2     | 5.31  | 
309  | Tabina          | 1     | 5.59  | 
310  | Merrick         | 2     | 5.4   | 
311  | Jennifer        | 4     | 4.62  | 
312  | Gannie          | 2     | 5.6   | 
313  | Isidoro         | 1     | 4.79  | 
314  | Egan            | 3     | 4.76  | 
315  | Noell           | 3     | 5.1   | 
316  | Dru             | 4     | 5.36  | 
317  | Cletis          | 4     | 5.41  | 
318  | Neale           | 2     | 5.55  | 
319  | Norris          | 4     | 5.56  | 
320  | Sargent         | 3     | 5.1   | 
321  | Tabby           | 3     | 5.14  | 
322  | Gerhardt        | 1     | 5.74  | 
323  | Lem             | 4     | 5.8   | 
324  | Berke           | 2     | 5.14  | 
325  | Minta           | 1     | 5.3   | 
326  | Ursulina        | 4     | 4.95  | 
327  | Clementius      | 1     | 5.26  | 
328  | Morganica       | 1     | 4.65  | 
329  | Rahal           | 2     | 4.54  | 
330  | Emmet           | 2     | 5.77  | 
331  | Frasco          | 2     | 4.64  | 
332  | Ginger          | 2     | 5.17  | 
333  | Marlee          | 1     | 5.54  | 
334  | Traci           | 3     | 5.1   | 
335  | Ardenia         | 3     | 5.72  | 
336  | Aharon          | 1     | 5.15  | 
337  | Jocko           | 1     | 5.77  | 
338  | Terri           | 4     | 5.12  | 
339  | Jacquelyn       | 4     | 4.57  | 
340  | Clarissa        | 3     | 5.7   | 
341  | Gayelord        | 2     | 5.06  | 
342  | Orland          | 3     | 4.59  | 
343  | Marieann        | 2     | 4.82  | 
344  | Jilli           | 2     | 5.9   | 
345  | Gill            | 1     | 5.81  | 
346  | Valli           | 1     | 5.32  | 
347  | Stacia          | 4     | 5.78  | 
348  | Margret         | 3     | 4.85  | 
349  | Violette        | 4     | 5.81  | 
350  | Margaretta      | 1     | 5.54  | 
351  | Abby            | 3     | 4.58  | 
352  | Annabell        | 4     | 4.7   | 
353  | Aaren           | 2     | 5.17  | 
354  | Laurie          | 4     | 5     | 
355  | Casi            | 2     | 4.84  | 
356  | Cory            | 4     | 4.97  | 
357  | Clio            | 4     | 5.45  | 
358  | Davide          | 3     | 4.71  | 
359  | Benny           | 1     | 5.46  | 
360  | Adeline         | 1     | 5.78  | 
361  | Gwyneth         | 2     | 4.9   | 
362  | Salli           | 1     | 5.88  | 
363  | Brodie          | 1     | 4.69  | 
364  | Karena          | 3     | 4.7   | 
365  | Bailey          | 2     | 4.9   | 
366  | Merrili         | 2     | 4.58  | 
367  | Reamonn         | 1     | 4.77  | 
368  | Steven          | 4     | 5.71  | 
369  | Pooh            | 2     | 4.75  | 
370  | Arv             | 1     | 5.68  | 
371  | Payton          | 2     | 4.65  | 
372  | Mathias         | 1     | 5.44  | 
373  | Aylmar          | 4     | 4.56  | 
374  | Harmonia        | 4     | 5.62  | 
375  | Lorain          | 1     | 4.82  | 
376  | Gabbie          | 3     | 4.71  | 
377  | Nancy           | 3     | 5.62  | 
378  | Casey           | 3     | 5.95  | 
379  | Rosabel         | 1     | 5.96  | 
380  | Didi            | 3     | 5.36  | 
381  | Allayne         | 1     | 5.47  | 
382  | Cariotta        | 1     | 5.89  | 
383  | Amara           | 4     | 5.82  | 
384  | Monica          | 3     | 5.78  | 
385  | Emmery          | 4     | 5.82  | 
386  | Cornell         | 3     | 5.76  | 
387  | Samantha        | 2     | 5.32  | 
388  | Ardenia         | 2     | 5.35  | 
389  | Reggi           | 3     | 5.36  | 
390  | Fidela          | 2     | 5.51  | 
391  | Hyacinthe       | 4     | 5.47  | 
392  | Nevsa           | 1     | 5.5   | 
393  | Dominic         | 1     | 5.39  | 
394  | Federico        | 2     | 5.32  | 
395  | Francklin       | 4     | 4.8   | 
396  | Kristy          | 2     | 5.61  | 
397  | Lark            | 1     | 4.55  | 
398  | Herta           | 4     | 4.55  | 
399  | Carmita         | 4     | 5.36  | 
400  | Camilla         | 3     | 4.55  | 
401  | Burch           | 1     | 4.68  | 
402  | Nestor          | 1     | 5.97  | 
403  | Katie           | 2     | 5.15  | 
404  | Amelia          | 2     | 5.09  | 
405  | Oates           | 4     | 5.66  | 
406  | Vanna           | 4     | 5.08  | 
407  | Adel            | 1     | 5.35  | 
408  | Rorke           | 4     | 5.5   | 
409  | Sheilah         | 2     | 4.62  | 
410  | Halette         | 3     | 5.9   | 
411  | Theresita       | 2     | 4.99  | 
412  | Alec            | 1     | 5.45  | 
413  | Anett           | 3     | 5.35  | 
414  | Reg             | 3     | 5.02  | 
415  | Melitta         | 3     | 4.67  | 
416  | Andras          | 3     | 5.66  | 
417  | Rickert         | 3     | 4.96  | 
418  | Brucie          | 4     | 4.73  | 
419  | Wynny           | 2     | 4.86  | 
420  | Sherrie         | 2     | 4.56  | 
421  | Emmerich        | 1     | 4.97  | 
422  | Flori           | 2     | 5.88  | 
423  | Anneliese       | 3     | 5.97  | 
424  | Eleonora        | 2     | 5.26  | 
425  | Albrecht        | 1     | 4.86  | 
426  | Dayna           | 2     | 5.67  | 
427  | Constantine     | 4     | 5.68  | 
428  | Baxy            | 3     | 5.56  | 
429  | Rhea            | 4     | 4.55  | 
430  | Kele            | 1     | 5.56  | 
431  | Jenny           | 2     | 5.3   | 
432  | Wendy           | 3     | 4.92  | 
433  | Linc            | 3     | 5.43  | 
434  | Loutitia        | 1     | 5.84  | 
435  | Skye            | 4     | 4.72  | 
436  | Goober          | 2     | 5.13  | 
437  | Thomasine       | 4     | 5.7   | 
438  | Jaine           | 4     | 5.07  | 
439  | Larry           | 1     | 5.1   | 
440  | Fran            | 1     | 5.83  | 
441  | Ulric           | 1     | 5.56  | 
442  | Salvatore       | 4     | 5.7   | 
443  | Gusty           | 2     | 4.73  | 
444  | Lorene          | 4     | 4.86  | 
445  | Saraann         | 3     | 5.12  | 
446  | Nickolas        | 4     | 4.62  | 
447  | Jacinda         | 3     | 5.24  | 
448  | Delora          | 3     | 4.57  | 
449  | Marcile         | 1     | 5.37  | 
450  | Vincenz         | 4     | 4.78  | 
451  | Callida         | 4     | 4.64  | 
452  | Arni            | 1     | 5.42  | 
453  | Miller          | 3     | 4.54  | 
454  | Sayres          | 2     | 5.96  | 
455  | Dall            | 1     | 5.49  | 
456  | Fulton          | 1     | 4.65  | 
457  | Carmon          | 3     | 5.56  | 
458  | Brose           | 2     | 5.87  | 
459  | Virginia        | 3     | 4.93  | 
460  | Anderea         | 3     | 4.78  | 
461  | Enoch           | 3     | 4.7   | 
462  | Eugenie         | 4     | 5.78  | 
463  | Genevieve       | 1     | 4.56  | 
464  | Mollie          | 3     | 5.2   | 
465  | Maritsa         | 3     | 4.69  | 
466  | Sandra          | 4     | 5     | 
467  | Del             | 1     | 4.75  | 
468  | Fritz           | 1     | 5.87  | 
469  | Monroe          | 1     | 5.64  | 
470  | Harper          | 3     | 5.48  | 
471  | Wallace         | 2     | 5.11  | 
472  | Giuditta        | 4     | 5.81  | 
473  | Desiree         | 2     | 5.24  | 
474  | Walsh           | 3     | 5.17  | 
475  | Nichols         | 2     | 5.7   | 
476  | Pru             | 1     | 4.67  | 
477  | Michele         | 4     | 5.69  | 
478  | Broddy          | 4     | 5.96  | 
479  | Jimmie          | 1     | 5.84  | 
480  | Sheilakathryn   | 4     | 5.3   | 
481  | Vanni           | 3     | 5.32  | 
482  | Simmonds        | 3     | 4.69  | 
483  | Binnie          | 3     | 5.46  | 
484  | Corbet          | 3     | 5.71  | 
485  | Amandie         | 2     | 5.98  | 
486  | Pascale         | 1     | 4.87  | 
487  | Helenka         | 1     | 4.51  | 
488  | Ailey           | 2     | 5.28  | 
489  | Tedda           | 1     | 5.96  | 
490  | Miner           | 4     | 5.86  | 
491  | Darb            | 1     | 5.84  | 
492  | Kai             | 1     | 5.79  | 
493  | Sheridan        | 2     | 5.92  | 
494  | Diana           | 2     | 5.61  | 
495  | Isaiah          | 4     | 5.73  | 
496  | Lynda           | 3     | 5.29  | 
497  | Illa            | 1     | 4.69  | 
498  | Chane           | 2     | 5.6   | 
499  | Konstanze       | 4     | 4.65  | 
500  | Tuckie          | 4     | 5.2   | 
501  | Hasheem         | 4     | 4.73  | 
502  | Carma           | 3     | 4.9   | 
503  | Willette        | 4     | 5.12  | 
504  | Matthiew        | 3     | 5.15  | 
505  | Maynord         | 1     | 5.06  | 
506  | Dell            | 1     | 4.52  | 
507  | Marian          | 3     | 4.87  | 
508  | Chrysler        | 4     | 4.77  | 
509  | Eleni           | 3     | 5.88  | 
510  | Archambault     | 4     | 4.64  | 
511  | Bendick         | 3     | 5.45  | 
512  | Malva           | 4     | 4.92  | 
513  | Abba            | 4     | 5.97  | 
514  | Stormie         | 3     | 5.84  | 
515  | Murry           | 2     | 5.11  | 
516  | Harper          | 3     | 5.8   | 
517  | Nevile          | 4     | 5.58  | 
518  | Kingston        | 4     | 4.54  | 
519  | Hynda           | 4     | 5.3   | 
520  | Milicent        | 2     | 5.44  | 
521  | Jourdain        | 3     | 5.78  | 
522  | Kalvin          | 3     | 5.85  | 
523  | Nobe            | 2     | 5.41  | 
524  | Fraze           | 3     | 5.04  | 
525  | Kit             | 1     | 5.64  | 
526  | Daisy           | 3     | 4.69  | 
527  | Carlie          | 2     | 5.03  | 
528  | Cathrine        | 3     | 5.3   | 
529  | Gill            | 3     | 5.08  | 
530  | Thacher         | 2     | 4.97  | 
531  | Witty           | 3     | 5.08  | 
532  | Amii            | 3     | 5.78  | 
533  | Matt            | 2     | 4.88  | 
534  | Vito            | 4     | 5.93  | 
535  | Lucienne        | 1     | 5.09  | 
536  | Sapphire        | 3     | 5.35  | 
537  | Alexei          | 3     | 5.91  | 
538  | Herbert         | 4     | 4.98  | 
539  | Halsey          | 4     | 5.72  | 
540  | Easter          | 1     | 4.52  | 
541  | Annora          | 1     | 5.42  | 
542  | Rhodie          | 3     | 5.49  | 
543  | Collin          | 3     | 4.51  | 
544  | Cody            | 2     | 5.81  | 
545  | Serena          | 2     | 5.47  | 
546  | Cherida         | 4     | 4.72  | 
547  | Jeremie         | 4     | 4.69  | 
548  | Theadora        | 1     | 5.49  | 
549  | Cornall         | 2     | 5.39  | 
550  | Silvanus        | 3     | 5.91  | 
551  | Irena           | 4     | 5.83  | 
552  | Rafferty        | 4     | 5.48  | 
553  | Chadd           | 2     | 5.26  | 
554  | Juana           | 1     | 5.11  | 
555  | Yardley         | 1     | 5.59  | 
556  | Malorie         | 2     | 5.25  | 
557  | Ursola          | 1     | 5.43  | 
558  | Rolando         | 1     | 5.56  | 
559  | Clementine      | 3     | 5.24  | 
560  | Amelie          | 2     | 5.54  | 
561  | Kaylil          | 3     | 5.71  | 
562  | Julieta         | 4     | 4.62  | 
563  | Ivan            | 3     | 5.13  | 
564  | Warde           | 4     | 5.66  | 
565  | Cayla           | 3     | 5.12  | 
566  | Ariella         | 3     | 4.67  | 
567  | Rosemaria       | 1     | 5.33  | 
568  | Pancho          | 2     | 4.58  | 
569  | Sharlene        | 1     | 6     | 
570  | Lenette         | 4     | 4.71  | 
571  | Claiborn        | 1     | 5.69  | 
572  | Marcellus       | 2     | 5.65  | 
573  | Ron             | 3     | 5.9   | 
574  | Holden          | 2     | 5.43  | 
575  | Anthe           | 4     | 5.27  | 
576  | Kenneth         | 4     | 5.42  | 
577  | Karoline        | 1     | 5.74  | 
578  | Rosemaria       | 4     | 5.1   | 
579  | Augie           | 2     | 6     | 
580  | Norean          | 3     | 5.99  | 
581  | Oralle          | 3     | 4.94  | 
582  | Gabie           | 4     | 4.76  | 
583  | Sven            | 4     | 5.58  | 
584  | Tiffi           | 4     | 4.78  | 
585  | Sigfrid         | 1     | 4.76  | 
586  | Alleen          | 4     | 5.99  | 
587  | Eleonore        | 3     | 5.8   | 
588  | Alvis           | 3     | 5.81  | 
589  | Chloette        | 1     | 5.98  | 
590  | Roy             | 1     | 5.03  | 
591  | Stewart         | 3     | 5.48  | 
592  | Elianore        | 3     | 4.68  | 
593  | Dell            | 4     | 5.28  | 
594  | Granny          | 3     | 5.33  | 
595  | Brandie         | 4     | 5.35  | 
596  | Neils           | 3     | 4.81  | 
597  | Diane           | 1     | 5.3   | 
598  | Filippo         | 1     | 4.8   | 
599  | Adrianna        | 4     | 5.08  | 
600  | Suzette         | 4     | 5.93  | 
601  | Loralee         | 2     | 5.52  | 
602  | Luise           | 1     | 5.03  | 
603  | Kathy           | 4     | 5.97  | 
604  | Humfried        | 4     | 5.17  | 
605  | Leoine          | 2     | 5.09  | 
606  | Lem             | 1     | 5.55  | 
607  | Bert            | 4     | 5.2   | 
608  | Rip             | 1     | 5.79  | 
609  | Free            | 3     | 4.9   | 
610  | Christopher     | 4     | 5.58  | 
611  | Prudy           | 2     | 5.16  | 
612  | Sidnee          | 4     | 5.99  | 
613  | Dyana           | 2     | 5.49  | 
614  | Carree          | 3     | 5.9   | 
615  | Alwyn           | 2     | 5.88  | 
616  | Rodger          | 1     | 5.35  | 
617  | Colene          | 1     | 5     | 
618  | Zebedee         | 1     | 5.03  | 
619  | Kurt            | 2     | 5.92  | 
620  | Konrad          | 3     | 4.9   | 
621  | Sonya           | 2     | 5.28  | 
622  | Kellby          | 1     | 5.71  | 
623  | Perl            | 1     | 4.78  | 
624  | Arnuad          | 4     | 5.07  | 
625  | Clovis          | 1     | 4.98  | 
626  | Monika          | 3     | 5.41  | 
627  | Stafford        | 3     | 4.56  | 
628  | Launce          | 1     | 5.66  | 
629  | Xenia           | 1     | 5.38  | 
630  | Ulric           | 4     | 5.06  | 
631  | Marnie          | 4     | 5.25  | 
632  | Jedd            | 4     | 5.09  | 
633  | Farlee          | 3     | 5.52  | 
634  | Mozelle         | 4     | 5.27  | 
635  | Chrissy         | 2     | 5.92  | 
636  | Starla          | 4     | 4.88  | 
637  | Bert            | 2     | 4.85  | 
638  | Karoly          | 1     | 5.76  | 
639  | Winfield        | 4     | 5.26  | 
640  | Shea            | 2     | 5.08  | 
641  | Dolores         | 2     | 4.54  | 
642  | Norina          | 2     | 5.32  | 
643  | Isabel          | 3     | 5.72  | 
644  | Galven          | 3     | 4.82  | 
645  | Merell          | 4     | 4.75  | 
646  | Sharl           | 3     | 4.75  | 
647  | Ric             | 1     | 5.44  | 
648  | Brian           | 3     | 5.36  | 
649  | Chrysa          | 2     | 5.59  | 
650  | Alfie           | 3     | 4.84  | 
651  | Talia           | 1     | 4.66  | 
652  | Frasco          | 1     | 5.46  | 
653  | Niels           | 3     | 5.54  | 
654  | Dennis          | 4     | 5.72  | 
655  | Corabella       | 1     | 5.76  | 
656  | Nicolette       | 1     | 4.84  | 
657  | Jaquenette      | 1     | 5.28  | 
658  | Jonis           | 3     | 5.69  | 
659  | Danit           | 2     | 4.86  | 
660  | Perkin          | 3     | 5.41  | 
661  | Christos        | 4     | 5.88  | 
662  | Carter          | 4     | 5.42  | 
663  | Francois        | 2     | 5.64  | 
664  | Vanny           | 2     | 5.6   | 
665  | Lynn            | 3     | 4.91  | 
666  | Xever           | 3     | 5     | 
